Date,Open,High,Low,Close,Volume,Adj Close
2016-06-23,91.93,92.07,91.190002,91.800003,9464500,91.023792
2016-06-22,91.839996,91.93,91.010002,91.169998,8785400,90.399114
2016-06-21,90.720001,91.639999,90.25,91.529999,8557500,90.756071
2016-06-20,91.290001,91.589996,91.07,91.120003,9388500,90.349542
2016-06-17,91.489998,91.589996,90.190002,90.720001,17483200,89.952922
2016-06-16,89.699997,91.389999,89.110001,91.220001,12824800,90.448695
2016-06-15,90.230003,90.900002,90.00,90.160004,10655800,89.39766
2016-06-14,90.449997,90.870003,89.849998,90.43,10161000,89.665373
2016-06-13,89.919998,91.43,89.699997,90.589996,11370000,89.824017
2016-06-10,90.400002,90.919998,89.779999,89.980003,10353800,89.219181
2016-06-09,90.18,91.029999,90.110001,90.669998,8974300,89.903342
2016-06-08,91.029999,91.300003,90.529999,90.790001,9983000,90.02233
2016-06-07,89.75,90.919998,89.709999,90.709999,12889100,89.943005
2016-06-06,88.870003,89.50,88.690002,89.339996,8573000,88.584586
2016-06-03,88.440002,88.830002,88.029999,88.370003,9367100,87.622794
2016-06-02,88.209999,88.529999,87.610001,88.529999,9837500,87.781437
2016-06-01,88.43,89.449997,88.129997,89.239998,7994800,88.485433
2016-05-31,90.00,90.199997,88.730003,89.019997,13178800,88.267292
2016-05-27,89.400002,90.050003,89.32,90.010002,7505900,89.248927
2016-05-26,90.25,90.459999,89.269997,89.800003,7867900,89.040703
2016-05-25,89.849998,90.370003,89.589996,90.260002,9578400,89.496813
2016-05-24,89.889999,90.400002,89.550003,89.669998,10056600,88.911798
2016-05-23,89.00,89.900002,88.82,89.599998,11766100,88.84239
2016-05-20,90.389999,90.400002,89.379997,89.739998,13191900,88.981205
2016-05-19,88.610001,90.160004,88.449997,90.110001,14397900,89.34808
2016-05-18,89.800003,90.00,88.650002,89.349998,9680300,88.594504
2016-05-17,89.269997,89.910004,89.160004,89.529999,9835600,88.772982
2016-05-16,89.199997,89.669998,89.00,89.57,8638700,88.812645
2016-05-13,89.279999,89.660004,88.510002,88.660004,9721100,87.910343
2016-05-12,89.800003,89.93,89.150002,89.669998,10720500,88.911798
2016-05-11,89.160004,89.68,88.720001,88.809998,11660200,88.059069
2016-05-10,88.900002,90.00,88.82,89.989998,12509100,88.48543
2016-05-09,88.599998,88.760002,87.230003,88.57,11159500,87.089173
2016-05-06,87.459999,88.68,87.459999,88.510002,7968400,87.030178
2016-05-05,88.760002,88.970001,87.620003,88.040001,8721100,86.568035
2016-05-04,88.300003,88.739998,87.599998,87.940002,10601100,86.469709
2016-05-03,88.400002,88.629997,87.360001,88.110001,10137400,86.636865
2016-05-02,88.239998,89.480003,88.080002,89.129997,10273700,87.639808
2016-04-29,88.68,89.779999,87.739998,88.400002,17885900,86.922017
2016-04-28,87.860001,88.779999,87.50,88.029999,11276200,86.5582
2016-04-27,87.949997,88.720001,87.330002,88.459999,10463500,86.981011
2016-04-26,87.75,87.940002,87.059998,87.629997,9425900,86.164887
2016-04-25,87.089996,87.400002,86.349998,87.330002,8076400,85.869907
2016-04-22,87.239998,87.639999,86.82,87.529999,9150800,86.06656
2016-04-21,86.589996,87.839996,86.57,86.790001,12075300,85.338934
2016-04-20,86.230003,87.440002,85.970001,86.800003,15247100,85.348769
2016-04-19,85.849998,86.309998,85.220001,86.209999,10354500,84.76863
2016-04-18,84.970001,85.860001,83.860001,85.779999,9097000,84.345819
2016-04-15,85.300003,85.660004,84.779999,84.970001,11280200,83.549364
2016-04-14,85.00,85.900002,84.760002,85.43,10625800,84.001672
2016-04-13,84.50,84.910004,84.040001,84.830002,9235700,83.411705
2016-04-12,83.690002,84.629997,83.370003,84.349998,9986100,82.939727
2016-04-11,83.330002,84.239998,83.279999,83.32,9925000,81.926949
2016-04-08,83.300003,83.449997,82.849998,83.209999,9376200,81.818788
2016-04-07,82.760002,83.169998,82.050003,82.370003,8267100,80.992835
2016-04-06,82.690002,83.459999,82.300003,83.309998,9320200,81.917114
2016-04-05,82.610001,83.129997,81.989998,82.209999,10446800,80.835507
2016-04-04,83.059998,83.900002,82.779999,83.160004,8050200,81.769628
2016-04-01,82.400002,83.389999,82.389999,82.959999,12235300,81.572967
2016-03-31,84.07,85.099998,83.589996,83.589996,13896900,82.192432
2016-03-30,85.029999,85.050003,84.00,84.519997,10807000,83.106883
2016-03-29,83.669998,84.610001,83.160004,84.529999,9977900,83.116718
2016-03-28,84.029999,84.360001,83.699997,84.220001,7490400,82.811903
2016-03-24,82.940002,84.029999,82.93,83.980003,9368300,82.575918
2016-03-23,83.860001,84.300003,83.519997,83.75,12748900,82.34976
2016-03-22,83.080002,84.860001,83.010002,84.120003,13005100,82.713577
2016-03-21,83.839996,84.139999,83.50,83.620003,8385400,82.221936
2016-03-18,84.589996,84.599998,83.25,84.199997,19637000,82.792233
2016-03-17,83.68,84.68,82.720001,84.099998,13673900,82.693907
2016-03-16,83.019997,83.160004,81.940002,82.870003,11492100,81.484476
2016-03-15,81.599998,82.849998,81.519997,82.82,9213000,81.435309
2016-03-14,81.480003,82.639999,81.019997,82.410004,13344600,81.032168
2016-03-11,83.220001,83.529999,82.010002,82.190002,15370200,80.815845
2016-03-10,82.419998,82.660004,80.93,82.18,15898300,80.80601
2016-03-09,83.220001,83.849998,82.239998,82.400002,14139300,81.022333
2016-03-08,84.00,84.209999,82.480003,82.629997,14003900,81.248483
2016-03-07,82.309998,84.459999,82.209999,84.459999,18945600,83.047889
2016-03-04,82.660004,82.970001,81.760002,82.290001,18402700,80.914171
2016-03-03,82.660004,82.720001,81.540001,82.400002,13216200,81.022333
2016-03-02,80.949997,82.720001,80.309998,82.699997,14094400,81.317312
2016-03-01,80.559998,81.769997,80.32,81.279999,15730600,79.921056
2016-02-29,81.879997,82.400002,80.050003,80.150002,18903600,78.809951
2016-02-26,82.889999,83.080002,81.690002,81.75,14343300,80.383199
2016-02-25,81.559998,82.07,80.019997,82.010002,13706400,80.638854
2016-02-24,79.910004,81.769997,79.669998,81.519997,13777500,80.157041
2016-02-23,81.989998,82.370003,80.879997,81.230003,11041600,79.871896
2016-02-22,82.50,83.440002,82.199997,82.389999,14595200,81.012498
2016-02-19,82.190002,82.550003,80.910004,82.50,13615900,81.120659
2016-02-18,82.900002,83.059998,81.860001,82.449997,14873700,81.071492
2016-02-17,81.650002,82.779999,81.160004,82.00,17006700,80.629019
2016-02-16,81.699997,81.849998,80.279999,81.220001,15912200,79.862061
2016-02-12,80.080002,81.07,79.809998,81.029999,16767200,79.675235
2016-02-11,78.339996,80.150002,77.580002,79.599998,19331600,78.269144
2016-02-10,79.769997,81.449997,79.279999,79.349998,16610900,78.023323
2016-02-09,79.980003,80.669998,78.690002,80.080002,18418100,78.741122
2016-02-08,79.300003,81.779999,78.910004,81.160004,26601200,79.085272
2016-02-05,79.400002,80.099998,78.57,80.080002,26719900,78.032878
2016-02-04,78.580002,80.00,77.559998,79.830002,23658700,77.789269
2016-02-03,75.529999,78.529999,74.260002,78.480003,25873700,76.473781
2016-02-02,74.190002,75.620003,73.550003,74.589996,21404200,72.683217
2016-02-01,76.660004,76.790001,75.440002,76.290001,16754200,74.339763
2016-01-29,76.730003,77.849998,76.25,77.849998,25161900,75.859882
2016-01-28,77.349998,77.660004,75.620003,76.989998,16157700,75.021866
2016-01-27,76.00,77.470001,74.720001,75.290001,18106100,73.365327
2016-01-26,74.769997,76.769997,74.25,76.699997,18724700,74.739278
2016-01-25,75.75,76.339996,73.900002,73.980003,17086600,72.088817
2016-01-22,76.419998,76.769997,74.720001,76.57,22530300,74.612604
2016-01-21,73.160004,74.989998,72.610001,74.099998,22265600,72.205745
2016-01-20,75.07,75.720001,71.550003,73.18,33300800,71.309265
2016-01-19,77.93,78.239998,75.190002,76.400002,22684500,74.446952
2016-01-15,76.330002,78.169998,76.300003,77.580002,28342100,75.596787
2016-01-14,76.209999,79.919998,75.800003,79.120003,33806700,77.09742
2016-01-13,75.849998,77.059998,74.940002,75.650002,26052700,73.716124
2016-01-12,74.120003,75.419998,73.150002,75.199997,21864100,73.277623
2016-01-11,75.010002,75.120003,72.559998,73.690002,21353000,71.80623
2016-01-08,76.349998,76.650002,74.50,74.690002,19033600,72.780666
2016-01-07,76.059998,77.989998,75.900002,76.230003,21263800,74.281299
2016-01-06,76.639999,77.639999,76.589996,77.470001,18826900,75.489599
2016-01-05,77.190002,78.139999,76.919998,78.120003,11993500,76.122984
2016-01-04,77.50,77.940002,76.459999,77.459999,20400100,75.479852
2015-12-31,77.510002,78.440002,77.43,77.949997,10285500,75.957324
2015-12-30,78.32,78.989998,77.970001,78.110001,9314600,76.113237
2015-12-29,79.989998,80.080002,78.839996,79.160004,8839000,77.136399
2015-12-28,78.120003,78.860001,77.910004,78.739998,9715800,76.72713
2015-12-24,80.269997,80.269997,79.120003,79.330002,5848300,77.302051
2015-12-23,78.68,80.220001,78.32,80.190002,15184200,78.140067
2015-12-22,77.699997,77.900002,77.209999,77.650002,13855800,75.664997
2015-12-21,77.790001,78.099998,76.650002,77.260002,14460500,75.284968
2015-12-18,77.57,78.779999,77.059998,77.279999,28836000,75.304453
2015-12-17,79.019997,79.230003,77.949997,77.959999,17362900,75.96707
2015-12-16,79.040001,79.610001,78.00,79.150002,17233900,77.126652
2015-12-15,77.43,79.599998,77.330002,79.43,24344700,77.399493
2015-12-14,74.300003,76.220001,74.089996,76.029999,21976500,74.086408
2015-12-11,74.82,75.540001,74.339996,74.339996,20473100,72.439607
2015-12-10,75.800003,77.50,75.519997,75.690002,20142400,73.755103
2015-12-09,74.839996,77.190002,74.730003,75.629997,22036300,73.696631
2015-12-08,75.269997,76.349998,73.790001,74.629997,24217600,72.722195
2015-12-07,77.330002,77.50,75.75,76.800003,17676100,74.836728
2015-12-04,77.349998,78.980003,77.029999,78.860001,20156400,76.844065
2015-12-03,79.720001,79.849998,78.019997,78.410004,14870300,76.405571
2015-12-02,81.309998,81.639999,79.419998,79.550003,16300000,77.516428
2015-12-01,81.760002,82.129997,81.269997,81.889999,13917000,79.796606
2015-11-30,81.419998,82.650002,81.25,81.660004,17729200,79.57249
2015-11-27,80.580002,81.260002,80.459999,81.230003,4156600,79.153482
2015-11-25,81.300003,82.169998,81.099998,81.25,8980400,79.172967
2015-11-24,80.349998,82.349998,80.199997,81.879997,15055500,79.78686
2015-11-23,79.599998,80.709999,79.059998,80.279999,11868400,78.227763
2015-11-20,80.57,80.940002,79.650002,79.790001,10144400,77.750291
2015-11-19,80.510002,80.779999,80.040001,80.300003,9453300,78.247256
2015-11-18,79.889999,80.900002,79.589996,80.739998,10884600,78.676003
2015-11-17,80.709999,80.879997,79.629997,79.959999,10011700,77.915943
2015-11-16,77.940002,80.989998,77.910004,80.900002,14548100,78.831916
2015-11-13,79.279999,79.580002,77.940002,78.099998,17527300,76.103491
2015-11-12,80.57,81.279999,79.32,79.410004,16050600,77.380008
2015-11-11,82.419998,82.559998,81.400002,81.620003,9598000,79.533512
2015-11-10,81.93,82.610001,81.860001,82.349998,14238000,80.244846
2015-11-09,83.559998,83.599998,81.800003,81.949997,13551200,79.85507
2015-11-06,83.93,84.470001,83.220001,84.470001,12491700,81.599317
2015-11-05,85.550003,86.230003,84.50,84.809998,12291100,81.927759
2015-11-04,86.769997,87.080002,85.699997,85.980003,14245400,83.058002
2015-11-03,85.660004,87.440002,85.580002,86.849998,20115900,83.898431
2015-11-02,82.300003,85.93,82.089996,85.279999,21266500,82.381787
2015-10-30,82.470001,83.879997,81.260002,82.739998,18758600,79.928107
2015-10-29,81.790001,83.220001,81.790001,82.230003,10341200,79.435445
2015-10-28,81.309998,82.580002,80.93,82.279999,12473000,79.483741
2015-10-27,80.57,81.160004,79.730003,81.089996,13579400,78.33418
2015-10-26,82.519997,82.730003,81.169998,81.220001,12576400,78.459767
2015-10-23,82.410004,83.00,81.889999,82.980003,13215700,80.159956
2015-10-22,80.68,82.959999,80.660004,82.889999,14823500,80.073011
2015-10-21,80.860001,81.150002,80.110001,80.209999,10274900,77.484089
2015-10-20,80.550003,81.059998,80.199997,80.830002,12340100,78.083022
2015-10-19,82.010002,82.169998,80.760002,80.989998,14155800,78.23758
2015-10-16,82.260002,82.50,81.449997,82.480003,13251200,79.676948
2015-10-15,80.190002,81.529999,79.900002,81.480003,13640900,78.710933
2015-10-14,78.970001,80.480003,78.779999,80.160004,14486000,77.435793
2015-10-13,78.720001,79.550003,78.489998,79.160004,12326600,76.469778
2015-10-12,79.589996,79.589996,78.720001,79.300003,9931800,76.605019
2015-10-09,80.050003,80.169998,78.620003,79.260002,17384700,76.566378
2015-10-08,79.309998,80.110001,78.540001,80.029999,14344700,77.310206
2015-10-07,78.970001,79.290001,77.529999,79.199997,18666300,76.508412
2015-10-06,76.959999,78.559998,76.260002,77.889999,18757900,75.242934
2015-10-05,76.650002,77.150002,75.790001,76.809998,18486700,74.199636
2015-10-02,73.389999,75.900002,73.029999,75.879997,18811300,73.301241
2015-10-01,75.199997,75.580002,73.300003,74.059998,14397800,71.543094
2015-09-30,73.400002,74.349998,73.330002,74.349998,18176500,71.823239
2015-09-29,72.650002,73.190002,72.139999,72.970001,13754400,70.49014
2015-09-28,72.620003,73.459999,72.400002,72.599998,14571900,70.132712
2015-09-25,73.290001,73.529999,72.760002,73.230003,15175300,70.741307
2015-09-24,72.00,73.150002,71.720001,72.730003,14584200,70.258299
2015-09-23,72.870003,73.199997,72.290001,72.300003,13784800,69.842912
2015-09-22,72.349998,73.519997,72.019997,72.739998,14245200,70.267954
2015-09-21,73.099998,73.610001,72.730003,73.389999,10853000,70.895865
2015-09-18,73.260002,73.559998,72.120003,72.68,23180200,70.209995
2015-09-17,74.410004,75.470001,73.849998,74.459999,15603000,71.929501
2015-09-16,73.510002,74.699997,73.370003,74.300003,15214200,71.774943
2015-09-15,72.440002,73.309998,72.410004,72.860001,11979800,70.383878
2015-09-14,72.309998,72.580002,71.760002,72.489998,10738500,70.02645
2015-09-11,72.400002,72.720001,72.010002,72.690002,12172300,70.219657
2015-09-10,72.809998,72.980003,71.800003,72.519997,12353900,70.055429
2015-09-09,74.370003,74.68,71.849998,72.00,17246200,69.553104
2015-09-08,73.720001,73.720001,72.970001,73.50,13626900,71.002127
2015-09-04,72.93,73.139999,72.25,72.459999,14902500,69.997471
2015-09-03,73.639999,74.910004,73.339996,73.790001,13451900,71.282273
2015-09-02,73.059998,73.239998,72.00,73.230003,16936900,70.741307
2015-09-01,73.300003,73.349998,71.510002,72.080002,24092900,69.630387
2015-08-31,74.279999,75.550003,73.300003,75.239998,19570100,72.682992
2015-08-28,74.709999,75.980003,74.410004,75.07,18997300,72.518771
2015-08-27,73.800003,74.889999,73.010002,74.849998,24571000,72.306247
2015-08-26,70.629997,72.75,69.150002,72.50,34436000,70.036112
2015-08-25,71.309998,71.440002,68.199997,68.709999,30409700,66.374913
2015-08-24,67.989998,71.379997,66.550003,68.720001,35531200,66.384575
2015-08-21,74.099998,74.889999,72.07,72.129997,25488800,69.678684
2015-08-20,76.00,76.18,74.57,74.57,17811200,72.035764
2015-08-19,77.510002,77.580002,75.93,76.230003,17010100,73.639353
2015-08-18,78.529999,78.669998,77.580002,77.900002,9815300,75.252596
2015-08-17,77.93,79.18,77.449997,78.769997,9365400,76.093025
2015-08-14,78.639999,79.279999,78.25,78.360001,9129300,75.696963
2015-08-13,78.32,79.290001,78.269997,78.650002,13154100,75.977108
2015-08-12,77.440002,78.870003,76.959999,78.790001,16492400,76.112349
2015-08-11,77.010002,78.07,76.330002,77.489998,14486400,74.856527
2015-08-10,77.089996,78.75,77.089996,78.75,14876000,75.368516
2015-08-07,77.550003,77.970001,76.620003,76.830002,12187600,73.530961
2015-08-06,76.940002,78.260002,76.910004,78.089996,13005200,74.736852
2015-08-05,77.870003,78.230003,76.900002,77.169998,16544400,73.856358
2015-08-04,77.879997,78.610001,76.93,77.169998,18874400,73.856358
2015-08-03,78.699997,78.93,77.629997,78.059998,15767700,74.708142
2015-07-31,81.669998,81.669998,78.93,79.209999,26232700,75.808763
2015-07-30,83.18,83.32,82.419998,83.010002,11139900,79.445595
2015-07-29,82.18,83.199997,81.910004,83.139999,13913800,79.570011
2015-07-28,79.699997,82.669998,79.57,82.480003,19777300,78.938355
2015-07-27,79.230003,80.129997,78.970001,79.260002,14996100,75.856619
2015-07-24,81.160004,81.160004,79.720001,79.940002,14888500,76.50742
2015-07-23,81.730003,81.970001,80.970001,81.139999,10496100,77.65589
2015-07-22,82.349998,82.470001,81.580002,81.790001,13181500,78.27798
2015-07-21,81.93,82.43,81.43,81.660004,8677100,78.153565
2015-07-20,82.150002,82.410004,81.599998,81.760002,12957100,78.24927
2015-07-17,82.510002,82.839996,81.790001,82.610001,12156000,79.06277
2015-07-16,83.18,83.480003,82.800003,82.910004,8267600,79.349891
2015-07-15,82.610001,83.419998,82.400002,82.760002,9289200,79.20633
2015-07-14,82.379997,83.32,82.260002,83.110001,9310200,79.5413
2015-07-13,82.110001,82.610001,82.07,82.419998,8026700,78.880926
2015-07-10,82.089996,82.489998,81.720001,82.220001,8628700,78.689517
2015-07-09,82.870003,83.150002,81.580002,81.599998,11980500,78.096137
2015-07-08,82.25,82.980003,81.910004,81.970001,10057000,78.450252
2015-07-07,82.190002,83.230003,81.489998,82.870003,15641500,79.311608
2015-07-06,82.419998,83.059998,82.120003,82.529999,11694400,78.986203
2015-07-02,82.790001,83.279999,82.550003,83.139999,9188000,79.570011
2015-07-01,83.279999,83.529999,82.110001,82.370003,13529100,78.833077
2015-06-30,83.739998,84.900002,82.800003,83.199997,14981100,79.627432
2015-06-29,83.050003,83.449997,82.800003,82.82,11739200,79.263752
2015-06-26,83.830002,84.099998,83.489998,83.860001,19023300,80.259095
2015-06-25,84.849998,84.849998,83.93,83.93,10259400,80.326089
2015-06-24,84.889999,85.339996,84.660004,84.68,11800100,81.043885
2015-06-23,85.220001,85.279999,84.589996,85.07,10223900,81.417138
2015-06-22,85.389999,85.599998,84.970001,85.169998,9465100,81.512842
2015-06-19,84.919998,85.480003,84.919998,85.209999,16129600,81.551126
2015-06-18,84.800003,85.959999,84.720001,85.480003,10247800,81.809536
2015-06-17,85.029999,85.129997,84.410004,84.730003,9090200,81.091741
2015-06-16,83.809998,84.75,83.400002,84.68,9100100,81.043885
2015-06-15,83.529999,83.980003,83.190002,83.720001,9563900,80.125108
2015-06-12,84.580002,84.68,83.860001,84.019997,8347300,80.412221
2015-06-11,85.300003,85.699997,84.889999,85.089996,7759300,81.436276
2015-06-10,85.839996,85.970001,85.00,85.209999,10147000,81.551126
2015-06-09,85.290001,85.43,84.489998,84.580002,8105500,80.94818
2015-06-08,84.18,85.209999,83.93,84.849998,12244700,81.206583
2015-06-05,84.129997,85.00,83.980003,84.279999,11388500,80.661059
2015-06-04,84.699997,84.889999,83.779999,84.220001,12607300,80.603638
2015-06-03,85.230003,85.839996,84.860001,84.949997,8179500,81.302288
2015-06-02,85.120003,85.589996,84.910004,85.139999,9328300,81.484132
2015-06-01,85.25,85.470001,84.800003,85.129997,9077500,81.474559
2015-05-29,85.099998,85.580002,84.879997,85.199997,14631300,81.541553
2015-05-28,85.110001,85.57,84.82,85.110001,8038900,81.455421
2015-05-27,85.300003,85.889999,84.769997,85.110001,10778300,81.455421
2015-05-26,86.040001,86.370003,85.029999,85.349998,11289000,81.685114
2015-05-22,86.989998,87.099998,86.50,86.519997,7598400,82.804873
2015-05-21,87.279999,87.440002,86.959999,87.209999,8357400,83.465247
2015-05-20,87.389999,87.400002,86.910004,87.129997,7276600,83.38868
2015-05-19,86.470001,87.209999,86.209999,86.989998,9777100,83.254692
2015-05-18,87.309998,87.459999,86.779999,86.849998,6395400,83.120704
2015-05-15,86.800003,87.620003,86.599998,87.349998,8422200,83.599235
2015-05-14,86.93,87.339996,86.75,86.970001,8791300,83.235554
2015-05-13,87.279999,87.730003,86.400002,86.559998,8629400,82.843156
2015-05-12,86.889999,87.459999,86.419998,87.019997,9788900,83.283403
2015-05-11,88.529999,88.57,86.650002,86.779999,11997800,83.05371
2015-05-08,88.470001,89.07,87.82,88.989998,11390300,84.470163
2015-05-07,88.00,88.099998,86.919998,87.599998,9992500,83.150762
2015-05-06,89.650002,89.959999,87.790001,88.190002,11273500,83.7108
2015-05-05,89.970001,90.089996,88.519997,88.610001,11895000,84.109466
2015-05-04,89.419998,89.879997,88.949997,89.110001,10343700,84.584071
2015-05-01,87.849998,88.949997,87.699997,88.849998,12257100,84.337274
2015-04-30,88.669998,88.669998,87.220001,87.370003,13947700,82.932448
2015-04-29,87.50,88.07,86.959999,87.870003,12534100,83.407053
2015-04-28,87.220001,87.860001,87.040001,87.800003,9633800,83.340608
2015-04-27,87.410004,87.599998,86.760002,87.010002,10534600,82.590732
2015-04-24,87.190002,87.360001,86.660004,86.970001,8405700,82.552763
2015-04-23,87.360001,88.379997,87.309998,87.540001,9866100,83.093812
2015-04-22,87.040001,87.800003,86.339996,87.459999,8663600,83.017873
2015-04-21,87.379997,87.620003,86.690002,86.879997,10100500,82.46733
2015-04-20,87.129997,88.099998,87.080002,87.239998,11593600,82.809046
2015-04-17,87.139999,87.360001,86.160004,86.93,14430100,82.514793
2015-04-16,87.879997,88.160004,87.110001,87.730003,9570800,83.274164
2015-04-15,87.139999,88.529999,87.139999,88.080002,15332800,83.606386
2015-04-14,85.599998,87.480003,85.529999,86.629997,15693800,82.230028
2015-04-13,85.919998,86.25,85.239998,85.339996,9880500,81.005546
2015-04-10,85.370003,86.040001,84.769997,85.559998,13372400,81.214374
2015-04-09,84.00,84.730003,83.809998,84.650002,13281800,80.350597
2015-04-08,85.800003,85.900002,84.019997,84.059998,16257100,79.790559
2015-04-07,85.010002,86.169998,84.760002,85.75,11836100,81.394726
2015-04-06,85.150002,85.639999,84.199997,85.129997,10916400,80.806213
2015-04-02,84.089996,84.940002,83.849998,84.300003,11297400,80.018375
2015-04-01,85.699997,86.00,84.260002,84.459999,14522300,80.170245
2015-03-31,84.849998,85.339996,84.459999,85.00,13354000,80.682819
2015-03-30,84.269997,85.82,84.25,85.629997,15653200,81.280818
2015-03-27,84.040001,84.050003,83.330002,83.580002,11579300,79.334943
2015-03-26,85.300003,85.57,84.089996,84.32,14400700,80.037356
2015-03-25,85.050003,85.57,84.769997,84.860001,11934700,80.54993
2015-03-24,85.300003,85.779999,84.50,84.519997,10174300,80.227195
2015-03-23,85.019997,85.779999,85.010002,85.43,17450700,81.090979
2015-03-20,84.669998,85.400002,84.389999,84.540001,36083500,80.246183
2015-03-19,85.190002,85.50,84.330002,84.410004,12738500,80.122788
2015-03-18,83.540001,86.370003,83.43,86.07,18745700,81.698473
2015-03-17,84.540001,84.849998,84.019997,84.080002,12979700,79.809547
2015-03-16,83.709999,84.860001,83.269997,84.760002,13516200,80.45501
2015-03-13,83.900002,84.18,82.68,83.870003,16799900,79.610214
2015-03-12,84.43,84.720001,84.059998,84.220001,10792900,79.942436
2015-03-11,84.93,84.93,84.00,84.019997,13004700,79.75259
2015-03-10,84.82,85.529999,84.239998,84.260002,17195500,79.980405
2015-03-09,86.120003,86.379997,85.120003,85.160004,14503800,80.834696
2015-03-06,86.410004,86.599998,85.32,85.629997,16070500,81.280818
2015-03-05,87.07,87.190002,86.519997,86.739998,12527600,82.334441
2015-03-04,87.959999,87.959999,86.93,87.18,13467600,82.752096
2015-03-03,87.93,88.019997,87.129997,87.620003,13493800,83.16975
2015-03-02,88.339996,88.519997,87.349998,88.040001,13793700,83.568417
2015-02-27,88.889999,89.279999,88.339996,88.540001,13090600,84.043022
